strategy,ticker,period,observations,trades,total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,win_rate,is_baseline,baseline_total_return,excess_total_return,baseline_annualized_return,excess_annualized_return,baseline_sharpe,excess_sharpe,baseline_max_drawdown,excess_max_drawdown
buy_and_hold,SPY,full_sample,8340,1,26.286716,0.105067,0.185975,0.564949,-0.551947,0.540233,True,26.286716,0.0,0.105067,0.0,0.564949,0.0,-0.551947,0.0
buy_and_hold,QQQ,full_sample,6798,1,12.793183,0.102166,0.269722,0.378782,-0.829663,0.543475,True,12.793183,0.0,0.102166,0.0,0.378782,0.0,-0.829663,0.0
buy_and_hold,TLT,full_sample,5947,1,1.389667,0.037604,0.143395,0.262243,-0.483506,0.520854,True,1.389667,0.0,0.037604,0.0,0.262243,0.0,-0.483506,0.0
buy_and_hold,GLD,full_sample,5365,1,9.021181,0.114331,0.180095,0.634839,-0.45555,0.532252,True,9.021181,0.0,0.114331,0.0,0.634839,0.0,-0.45555,0.0
buy_and_hold,XLE,full_sample,6850,1,9.126516,0.088903,0.286336,0.310485,-0.712477,0.51263,True,9.126516,0.0,0.088903,0.0,0.310485,0.0,-0.712477,0.0
buy_and_hold,XLU,full_sample,6850,1,6.960818,0.079306,0.192864,0.411203,-0.523207,0.517886,True,6.960818,0.0,0.079306,0.0,0.411203,0.0,-0.523207,0.0
buy_and_hold,EWA,full_sample,7549,1,8.302326,0.077292,0.262277,0.294696,-0.669565,0.491123,True,8.302326,0.0,0.077292,0.0,0.294696,0.0,-0.669565,0.0
risk_parity_spy_tlt_gld,PORTFOLIO,full_sample,5365,254,5.85841,0.094658,0.089736,1.054849,-0.221813,0.55608,False,7.250343,-1.3919329999999999,0.1042,-0.009541999999999995,0.549804,0.505045,-0.551947,0.3301339999999999
permanent_portfolio,PORTFOLIO,full_sample,5365,0,3.279346,0.070672,0.072816,0.970559,-0.174829,0.548285,False,7.250343,-3.970997,0.1042,-0.033528,0.549804,0.420755,-0.551947,0.37711799999999995
all_weather_lite,PORTFOLIO,full_sample,5365,0,4.962008,0.087479,0.096037,0.91089,-0.208038,0.551641,False,7.250343,-2.288335,0.1042,-0.016721,0.549804,0.361086,-0.551947,0.34390899999999996
gtaa_5_faber,PORTFOLIO,full_sample,5365,126,3.36159,0.07163,0.089485,0.800466,-0.120143,0.543435,False,7.250343,-3.888753,0.1042,-0.03257,0.549804,0.25066200000000005,-0.551947,0.43180399999999997
spy_gld_switch,PORTFOLIO,full_sample,5365,73,10.623213,0.122121,0.155631,0.78468,-0.279641,0.549718,False,7.250343,3.37287,0.1042,0.017920999999999992,0.549804,0.23487600000000008,-0.551947,0.272306
gem_dual_momentum,PORTFOLIO,full_sample,5365,37,4.858421,0.086584,0.193972,0.446375,-0.337182,0.535462,False,7.250343,-2.391922,0.1042,-0.017616000000000007,0.549804,-0.10342899999999994,-0.551947,0.21476499999999998
canary_daa_lite,PORTFOLIO,full_sample,5365,183,15.320097,0.140152,0.131682,1.064325,-0.33002,0.552508,False,7.250343,8.069754,0.1042,0.035952,0.549804,0.514521,-0.551947,0.22192699999999999
trinity_blend,PORTFOLIO,full_sample,5365,126,5.494112,0.091855,0.12047,0.762471,-0.317223,0.552946,False,7.250343,-1.7562309999999997,0.1042,-0.012344999999999995,0.549804,0.21266700000000005,-0.551947,0.234724
buy_hold_spy,PORTFOLIO,full_sample,5365,0,7.250343,0.1042,0.189522,0.549804,-0.551947,0.550708,True,7.250343,0.0,0.1042,0.0,0.549804,0.0,-0.551947,0.0
equal_weight_buy_hold,PORTFOLIO,full_sample,5365,0,7.76921,0.107368,0.143898,0.746137,-0.381482,0.548658,True,7.250343,0.5188670000000002,0.1042,0.003168000000000004,0.549804,0.1963330000000001,-0.551947,0.17046499999999998
spy_tlt_60_40,PORTFOLIO,full_sample,5365,0,4.605073,0.084331,0.110925,0.760251,-0.299265,0.552946,True,7.250343,-2.64527,0.1042,-0.019868999999999998,0.549804,0.21044700000000005,-0.551947,0.25268199999999996
